policy,return_mean,return_std,avg_dose,constraint_violation_rate_pct,n_eval_patients,eval_mode
BC,-8.035734100285866,3.955617201737718,1.4744396235421084,11.708578802934941,93,tcga_heldout
CQL,-8.035728405944921,3.9556155455719852,1.4744396235421084,11.708578802934941,93,tcga_heldout
SafeCQL_safe_cql_limit0.1_seed15,-9.00976171696657,1.7302229257036577,0.7859541891799955,8.799318960609284,93,tcga_heldout
