epsilon,n_seeds,return_mean,return_std_across_seeds,avg_dose_mean,avg_dose_std_across_seeds,violation_pct_mean,violation_pct_std_across_seeds,data_tag
0.0,21,-11.420438327277063,7.919837804174939,1.1095442340916852,0.5504183363201985,9.615637289232293,3.0903602972880413,tcga_twin_50k_seed21
0.1,21,-8.941935004895686,5.909827426975889,1.245946487480856,0.5006154616674335,10.44931073632251,2.5555727141420395,tcga_twin_50k_seed21
0.3,21,-9.131895231000346,5.526569127220171,1.1827082713031434,0.4005336540821382,10.2109224065747,2.190853111121019,tcga_twin_50k_seed21
0.5,21,-9.61065078427022,6.913808196501234,1.1357504044470794,0.4476495902236563,10.016547020248316,2.410063476061811,tcga_twin_50k_seed21
1.0,21,-11.448688086184163,9.118766156158035,1.0210124925498032,0.43368734662378366,9.390532209802283,2.639840823880532,tcga_twin_50k_seed21
